,index,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_location,dropoff_location,pickup_day,dropoff_day,pickup_timezone,dropoff_timezone
43,345798,id1280730,2,2016-02-09 07:02:48,2016-02-09 07:10:11,1,-73.99059295654298,40.75085830688477,-73.97464752197266,40.74430847167969,N,443,Weehawken,Long Island City,Tuesday,Tuesday,morning,morning
44,523334,id3111026,2,2016-01-19 00:40:05,2016-01-19 01:02:04,1,-73.86380004882812,40.76969909667969,-73.9689712524414,40.79830932617188,N,1319,The Bronx,Manhattan,Tuesday,Tuesday,late night,late night
45,268732,id2355059,1,2016-03-24 06:44:55,2016-03-24 06:59:43,1,-73.94511413574219,40.79380416870117,-73.95391082763672,40.76614761352539,N,888,Manhattan,Manhattan,Thursday,Thursday,morning,morning
46,48987,id1999416,2,2016-01-22 17:59:41,2016-01-22 18:12:57,1,-73.96222686767578,40.77639389038085,-73.98594665527344,40.76266098022461,N,796,Manhattan,Manhattan,Friday,Friday,evening,evening
47,123935,id2100728,1,2016-01-01 00:11:17,2016-01-01 00:15:08,4,-73.98892211914062,40.73665618896485,-73.98138427734375,40.74125289916992,N,231,New York City,Long Island City,Friday,Friday,late night,late night
48,993870,id2242616,2,2016-02-12 18:31:37,2016-02-12 18:41:32,1,-73.98063659667969,40.78239822387695,-73.98204040527344,40.76850128173828,N,595,Manhattan,Manhattan,Friday,Friday,evening,evening
49,440162,id0477074,2,2016-06-09 20:03:54,2016-06-09 20:12:37,1,-73.96575164794923,40.7620506286621,-73.97711944580078,40.74956130981445,N,523,Manhattan,Long Island City,Thursday,Thursday,evening,evening
50,1241221,id0834620,2,2016-01-14 14:48:59,2016-01-14 14:56:52,2,-73.97174072265625,40.754310607910156,-73.97030639648438,40.7646484375,N,473,Long Island City,Manhattan,Thursday,Thursday,midday,midday
51,1062734,id3580907,1,2016-03-24 21:51:45,2016-03-24 22:01:36,1,-73.99677276611328,40.73759841918945,-73.98861694335938,40.74910354614258,N,591,New York City,Weehawken,Thursday,Thursday,evening,late night
52,227285,id1725507,1,2016-06-23 22:41:52,2016-06-23 22:51:14,1,-73.97562408447266,40.75569534301758,-73.96686553955078,40.761096954345696,N,562,Long Island City,Manhattan,Thursday,Thursday,late night,late night
53,1128508,id1152007,2,2016-01-09 00:15:46,2016-01-09 00:26:44,1,-73.98516845703125,40.73215866088867,-74.0032730102539,40.72756958007813,N,658,New York City,New York City,Saturday,Saturday,late night,late night
54,1206933,id0161220,1,2016-03-29 12:50:21,2016-03-29 12:52:59,1,-73.9763946533203,40.765979766845696,-73.98209381103516,40.771644592285156,N,158,Manhattan,Manhattan,Tuesday,Tuesday,midday,midday
55,1284538,id1308570,2,2016-05-12 10:24:13,2016-05-12 10:35:20,1,-73.95549774169923,40.77686309814453,-73.96695709228516,40.7666015625,N,667,Manhattan,Manhattan,Thursday,Thursday,midday,midday
56,341609,id1407297,1,2016-02-14 22:06:47,2016-02-14 22:16:56,2,-73.9856185913086,40.731258392333984,-73.99860382080078,40.74499893188477,N,609,New York City,New York City,Sunday,Sunday,late night,late night
57,359549,id3276032,2,2016-02-06 23:26:09,2016-02-06 23:37:46,1,-73.98210906982422,40.77344131469727,-73.96109008789062,40.77164077758789,N,697,Manhattan,Manhattan,Saturday,Saturday,late night,late night
58,1432755,id1013130,1,2016-04-15 18:47:16,2016-04-15 18:56:22,1,-73.97364044189453,40.751441955566406,-73.9608383178711,40.7611198425293,N,546,Long Island City,Long Island City,Friday,Friday,evening,evening
59,558093,id0250573,1,2016-03-30 17:16:00,2016-03-30 17:34:06,1,-73.87464141845702,40.77406692504883,-73.95040893554686,40.77538299560547,N,1086,The Bronx,Manhattan,Wednesday,Wednesday,evening,evening
60,1043423,id0061101,2,2016-02-07 11:39:40,2016-02-07 11:44:29,1,-74.0006103515625,40.72363662719727,-73.9896011352539,40.723106384277344,N,289,New York City,New York City,Sunday,Sunday,midday,midday
61,316319,id3648125,2,2016-05-31 14:56:21,2016-05-31 15:16:12,1,-74.01441192626955,40.70402145385742,-73.9959487915039,40.7227897644043,N,1191,New York City,New York City,Tuesday,Tuesday,midday,midday
62,1278056,id0486966,2,2016-01-15 10:29:16,2016-01-15 10:54:22,2,-73.98113250732422,40.78154373168945,-73.98231506347656,40.7514762878418,N,1506,Manhattan,Long Island City,Friday,Friday,midday,midday
63,666146,id1292752,2,2016-04-05 08:09:58,2016-04-05 08:15:18,1,-73.99515533447266,40.7446403503418,-73.98541259765625,40.73847198486328,N,320,New York City,New York City,Tuesday,Tuesday,morning,morning
64,1085835,id3070759,2,2016-05-28 22:55:03,2016-05-28 23:01:30,1,-74.00791931152342,40.740318298339844,-74.00361633300781,40.74325942993164,N,387,Hoboken,Hoboken,Saturday,Saturday,late night,late night
65,913257,id0568035,1,2016-04-15 18:03:11,2016-04-15 18:56:27,1,-73.87301635742188,40.77410888671875,-74.0057144165039,40.707786560058594,N,3196,The Bronx,New York City,Friday,Friday,evening,evening
66,795336,id3111772,2,2016-02-10 14:43:53,2016-02-10 15:07:15,1,-73.97032165527342,40.79383087158203,-73.97904968261719,40.76063919067383,N,1402,Manhattan,Manhattan,Wednesday,Wednesday,midday,midday
67,1223425,id2421806,2,2016-06-30 09:53:56,2016-06-30 10:31:45,1,-74.0000991821289,40.72690963745117,-73.9646224975586,40.76430892944336,N,2269,New York City,Manhattan,Thursday,Thursday,morning,midday
68,273904,id3056200,2,2016-05-28 20:25:48,2016-05-28 20:36:41,1,-73.96239471435547,40.77882766723633,-73.9908218383789,40.76097869873047,N,653,Manhattan,Weehawken,Saturday,Saturday,evening,evening
69,433405,id3976205,2,2016-04-26 20:36:39,2016-04-26 20:48:17,1,-74.00653076171875,40.70557022094727,-73.98721313476562,40.68625259399415,N,698,New York City,New York City,Tuesday,Tuesday,evening,evening
70,1007108,id2495137,2,2016-06-03 01:48:53,2016-06-03 01:56:13,1,-73.98580169677734,40.75741958618164,-73.9974365234375,40.74135971069336,N,440,Manhattan,New York City,Friday,Friday,late night,late night
71,574819,id2751575,2,2016-06-02 09:21:10,2016-06-02 09:31:59,1,-73.97227478027344,40.7940788269043,-73.95843505859375,40.78139114379883,N,649,Manhattan,Manhattan,Thursday,Thursday,morning,morning
72,149912,id2956735,2,2016-02-04 09:17:40,2016-02-04 09:23:30,2,-73.99873352050781,40.7346076965332,-73.99752044677734,40.74665069580078,N,350,New York City,Weehawken,Thursday,Thursday,morning,morning
73,38963,id2562614,2,2016-02-24 12:21:52,2016-02-24 12:38:58,1,-73.98544311523438,40.75214767456055,-73.96968078613281,40.75859069824219,N,1026,Manhattan,Long Island City,Wednesday,Wednesday,midday,midday
74,557280,id2702660,2,2016-05-18 13:39:23,2016-05-18 13:56:31,6,-73.97798919677734,40.75739669799805,-73.98128509521484,40.76797103881836,N,1028,Manhattan,Manhattan,Wednesday,Wednesday,midday,midday
75,953389,id0310095,1,2016-03-26 14:32:08,2016-03-26 14:41:21,1,-74.00533294677734,40.72639465332031,-73.98749542236328,40.73212432861328,N,553,New York City,New York City,Saturday,Saturday,midday,midday
76,1189403,id2239369,2,2016-05-25 09:24:27,2016-05-25 09:32:16,1,-73.97868347167969,40.750648498535156,-73.96939086914062,40.74935150146485,N,469,Long Island City,Long Island City,Wednesday,Wednesday,morning,morning
77,1422632,id2214855,1,2016-02-15 15:23:12,2016-02-15 15:37:02,1,-73.98586273193358,40.74622344970703,-73.99279022216798,40.76325607299805,N,830,Long Island City,Weehawken,Monday,Monday,midday,midday
78,975598,id2437332,1,2016-03-09 18:04:52,2016-03-09 18:14:26,2,-73.99533081054686,40.74419784545898,-74.009765625,40.7465705871582,N,574,New York City,Hoboken,Wednesday,Wednesday,evening,evening
79,203575,id1427357,2,2016-05-17 11:08:50,2016-05-17 11:21:00,4,-73.96077728271484,40.810001373291016,-73.93952941894531,40.80469131469727,N,730,Edgewater,Manhattan,Tuesday,Tuesday,midday,midday
80,514178,id0048610,2,2016-06-22 18:14:27,2016-06-22 18:51:08,1,-73.9937744140625,40.751136779785156,-73.97312927246094,40.79031372070313,N,2201,Weehawken,Manhattan,Wednesday,Wednesday,evening,evening
81,750000,id0584615,2,2016-04-28 07:27:00,2016-04-28 07:33:38,2,-73.9874267578125,40.755126953125,-73.98683166503906,40.74041366577149,N,398,Manhattan,New York City,Thursday,Thursday,morning,morning
82,1037567,id2317231,2,2016-03-16 19:27:16,2016-03-16 20:14:58,2,-73.7840118408203,40.64864730834961,-73.9541473388672,40.80618667602539,N,2862,Inwood,Manhattan,Wednesday,Wednesday,evening,evening
83,126372,id1722280,1,2016-06-02 16:53:52,2016-06-02 18:02:04,1,-73.97966003417969,40.72515106201172,-73.90821075439453,40.6954345703125,N,4092,New York City,East New York,Thursday,Thursday,evening,evening
84,431114,id0775421,2,2016-03-13 21:06:07,2016-03-13 21:16:39,1,-73.97274780273438,40.7559814453125,-73.97821807861328,40.75244140625,N,632,Long Island City,Long Island City,Sunday,Sunday,evening,evening
85,1448581,id1599699,2,2016-04-14 10:44:02,2016-04-14 10:56:29,2,-73.97798919677734,40.75286102294922,-73.9961395263672,40.74607849121094,N,747,Long Island City,New York City,Thursday,Thursday,midday,midday
86,726845,id1177454,2,2016-02-26 05:48:36,2016-02-26 06:01:11,1,-73.97592163085938,40.78907012939453,-73.9842300415039,40.75492858886719,N,755,Manhattan,Manhattan,Friday,Friday,morning,morning
87,403499,id2884153,1,2016-06-27 21:07:44,2016-06-27 21:13:08,1,-73.9649887084961,40.7918701171875,-73.96583557128906,40.79558563232422,N,324,Manhattan,Manhattan,Monday,Monday,evening,evening
88,267900,id1575238,1,2016-06-22 09:28:54,2016-06-22 09:41:54,1,-73.97715759277344,40.72909164428711,-74.00643157958984,40.71135330200195,N,780,New York City,New York City,Wednesday,Wednesday,morning,morning
89,821643,id0628753,2,2016-04-29 20:09:26,2016-04-29 20:31:31,1,-74.01007843017578,40.704063415527344,-73.95633697509766,40.77461624145508,N,1325,New York City,Manhattan,Friday,Friday,evening,evening
90,1353038,id1403307,2,2016-05-28 03:43:17,2016-05-28 03:59:37,5,-73.940185546875,40.75117874145508,-73.86483001708984,40.7364387512207,N,980,Long Island City,Borough of Queens,Saturday,Saturday,late night,late night
91,534144,id3084896,1,2016-06-20 20:03:31,2016-06-20 20:11:27,1,-73.98925018310547,40.74760437011719,-73.99130249023438,40.762020111083984,N,476,New York City,Weehawken,Monday,Monday,evening,evening
92,1029510,id1821834,2,2016-01-26 08:17:58,2016-01-26 08:28:16,1,-73.98023223876955,40.74287033081055,-73.97274017333984,40.75313949584961,N,618,Long Island City,Long Island City,Tuesday,Tuesday,morning,morning
93,901767,id2353106,2,2016-01-06 20:41:29,2016-01-06 20:49:10,1,-73.98603057861328,40.75669860839844,-73.98107147216798,40.74462890625,N,461,Manhattan,Long Island City,Wednesday,Wednesday,evening,evening
94,545041,id0510324,1,2016-04-19 05:29:37,2016-04-19 05:43:14,1,-73.9897232055664,40.75651931762695,-74.00939178466798,40.71116256713867,N,817,Weehawken,New York City,Tuesday,Tuesday,morning,morning
95,1018101,id1797844,1,2016-03-24 05:38:52,2016-03-24 05:42:31,1,-73.98949432373048,40.75750350952149,-74.00061798095702,40.757789611816406,N,219,Weehawken,Weehawken,Thursday,Thursday,morning,morning
96,1345828,id1114486,2,2016-02-09 18:29:04,2016-02-09 18:42:54,3,-73.97429656982422,40.79146957397461,-74.00013732910156,40.76129913330078,N,830,Manhattan,Weehawken,Tuesday,Tuesday,evening,evening
97,72997,id1793425,2,2016-01-31 10:59:17,2016-01-31 11:04:43,6,-73.98844146728516,40.72813034057617,-73.98174285888672,40.73925018310547,N,326,New York City,Long Island City,Sunday,Sunday,midday,midday
98,364981,id0967153,1,2016-04-10 11:28:33,2016-04-10 11:30:36,1,-73.96437835693358,40.76494216918945,-73.95547485351562,40.77365112304688,N,123,Manhattan,Manhattan,Sunday,Sunday,midday,midday
99,344709,id1350023,1,2016-05-04 07:45:19,2016-05-04 07:59:22,1,-73.9876708984375,40.7243537902832,-74.00419616699219,40.71031188964844,N,843,New York City,New York City,Wednesday,Wednesday,morning,morning
100,1442943,id1292499,1,2016-01-16 13:22:12,2016-01-16 13:38:45,1,-73.9623031616211,40.77901077270508,-73.98433685302734,40.760643005371094,N,993,Manhattan,Manhattan,Saturday,Saturday,midday,midday
101,391827,id0847083,2,2016-06-18 23:04:59,2016-06-18 23:14:35,1,-73.98123931884766,40.752944946289055,-74.0064697265625,40.735782623291016,N,576,Long Island City,New York City,Saturday,Saturday,late night,late night
102,1317799,id1140749,1,2016-02-28 15:00:36,2016-02-28 15:20:50,1,-73.87444305419923,40.77396011352539,-73.90602111816406,40.70547866821289,N,1214,The Bronx,East New York,Sunday,Sunday,midday,midday
103,1289410,id1510955,1,2016-06-26 08:43:39,2016-06-26 08:53:36,1,-73.99349975585938,40.72100830078125,-73.97506713867188,40.7509994506836,N,597,New York City,Long Island City,Sunday,Sunday,morning,morning
104,1358158,id3378641,1,2016-01-20 09:17:15,2016-01-20 09:30:21,1,-73.98340606689453,40.73812103271485,-74.00664520263672,40.70568084716797,N,786,New York City,New York City,Wednesday,Wednesday,morning,morning
105,223274,id2599978,2,2016-01-11 21:34:05,2016-01-11 21:46:44,1,-74.00605773925781,40.706016540527344,-73.98070526123048,40.75054931640625,N,759,New York City,Long Island City,Monday,Monday,evening,evening
106,1082888,id2773078,2,2016-06-13 18:02:42,2016-06-13 18:10:08,1,-73.99000549316406,40.719642639160156,-73.96269226074219,40.7100944519043,N,446,New York City,Long Island City,Monday,Monday,evening,evening
107,710790,id0836840,1,2016-06-06 15:11:50,2016-06-06 15:42:08,1,-73.88533782958984,40.77308654785156,-73.9881134033203,40.72565841674805,N,1818,Long Island City,New York City,Monday,Monday,midday,midday
108,775350,id0536701,2,2016-02-11 14:19:39,2016-02-11 14:27:30,6,-73.9893798828125,40.77513122558594,-73.97724151611328,40.78968048095703,N,471,Guttenberg,Manhattan,Thursday,Thursday,midday,midday
109,372736,id2439736,1,2016-01-03 11:03:19,2016-01-03 11:06:07,2,-73.97672271728516,40.78503036499024,-73.97808837890625,40.77811050415039,N,168,Manhattan,Manhattan,Sunday,Sunday,midday,midday
110,862973,id3183890,1,2016-01-05 23:56:53,2016-01-06 00:02:48,2,-73.97893524169923,40.75889587402344,-73.9906692504883,40.75093078613281,N,355,Manhattan,Weehawken,Tuesday,Wednesday,late night,late night
111,333082,id3651832,2,2016-04-04 09:54:08,2016-04-04 10:05:45,4,-73.99089813232422,40.73424911499024,-73.99005126953125,40.74068069458008,N,697,New York City,New York City,Monday,Monday,morning,midday
112,1080796,id0330257,2,2016-02-21 16:43:48,2016-02-21 16:52:22,1,-73.99211120605469,40.75386047363281,-73.978759765625,40.752605438232415,N,514,Weehawken,Long Island City,Sunday,Sunday,evening,evening
113,562666,id2062376,1,2016-05-29 01:26:26,2016-05-29 01:33:58,1,-74.00410461425781,40.73951721191406,-73.99835205078125,40.73305130004883,N,452,New York City,New York City,Sunday,Sunday,late night,late night
114,1317461,id0812782,1,2016-05-18 09:42:59,2016-05-18 10:12:15,1,-73.99361419677734,40.72475814819336,-73.99901580810547,40.75491714477539,N,1756,New York City,Weehawken,Wednesday,Wednesday,morning,midday
115,232579,id3413647,2,2016-06-08 13:15:38,2016-06-08 13:24:33,1,-74.00203704833984,40.739688873291016,-74.00750732421875,40.743080139160156,N,535,New York City,Hoboken,Wednesday,Wednesday,midday,midday
116,1089081,id3323473,2,2016-05-31 16:12:43,2016-05-31 16:27:33,5,-73.982666015625,40.77226638793945,-73.97544860839844,40.795372009277344,N,890,Manhattan,Manhattan,Tuesday,Tuesday,evening,evening
117,159058,id3756790,2,2016-05-02 08:15:14,2016-05-02 08:22:06,2,-73.99394226074219,40.75132751464844,-74.00529479980467,40.74182510375977,N,412,Weehawken,Hoboken,Monday,Monday,morning,morning
118,134301,id2916095,2,2016-03-27 04:37:28,2016-03-27 04:50:47,5,-73.99018859863281,40.76189422607422,-73.9842300415039,40.7217025756836,N,799,Weehawken,New York City,Sunday,Sunday,morning,morning
119,974155,id1294724,1,2016-05-24 20:38:17,2016-05-24 20:44:06,1,-73.99903869628906,40.734241485595696,-73.9871597290039,40.72990798950195,N,349,New York City,New York City,Tuesday,Tuesday,evening,evening
120,1026924,id0087353,2,2016-05-28 10:37:11,2016-05-28 10:39:32,5,-73.96074676513672,40.77159881591797,-73.96311950683594,40.76803970336913,N,141,Manhattan,Manhattan,Saturday,Saturday,midday,midday
121,160921,id2155027,1,2016-03-08 09:43:28,2016-03-08 10:05:52,1,-73.95890808105469,40.77482986450195,-73.97219085693358,40.75631332397461,N,1344,Manhattan,Long Island City,Tuesday,Tuesday,morning,midday
122,267924,id0692261,2,2016-06-01 09:43:56,2016-06-01 09:51:39,1,-73.98970031738281,40.73539352416992,-73.98046112060547,40.74824523925781,N,463,New York City,Long Island City,Wednesday,Wednesday,morning,morning
123,186225,id1682442,2,2016-01-17 12:44:04,2016-01-17 12:48:17,1,-73.9807357788086,40.77405548095703,-73.97628784179686,40.78152084350585,N,253,Manhattan,Manhattan,Sunday,Sunday,midday,midday
124,18157,id0240898,2,2016-05-12 14:44:06,2016-05-12 14:53:10,6,-73.97600555419923,40.75044631958008,-73.96757507324219,40.75940322875977,N,544,Long Island City,Long Island City,Thursday,Thursday,midday,midday
125,827989,id2851802,2,2016-01-01 15:58:59,2016-01-01 16:21:28,1,-73.98986053466798,40.746829986572266,-73.94296264648438,40.81917190551758,N,1349,New York City,Edgewater,Friday,Friday,midday,evening
126,889998,id3845670,1,2016-01-17 07:42:59,2016-01-17 07:46:44,1,-73.99177551269531,40.74980163574219,-74.00071716308595,40.75763320922852,N,225,Weehawken,Weehawken,Sunday,Sunday,morning,morning
127,606240,id3757732,1,2016-04-29 14:18:36,2016-04-29 14:29:28,1,-73.95817565917969,40.760963439941406,-73.98291778564453,40.73533630371094,N,652,Long Island City,New York City,Friday,Friday,midday,midday
128,686511,id2064786,2,2016-03-01 08:33:55,2016-03-01 08:48:12,6,-73.98780059814453,40.72420120239258,-74.00392913818358,40.70769882202149,N,857,New York City,New York City,Tuesday,Tuesday,morning,morning
129,367079,id1625461,2,2016-05-02 16:31:46,2016-05-02 16:40:57,1,-73.98101043701173,40.77090072631836,-73.98117065429686,40.786781311035156,N,551,Manhattan,Manhattan,Monday,Monday,evening,evening
